SCANS,FEATURE_ID,PEPMASS,MS_LEVEL,CHARGE,POLARITY,RTINSECONDS,ION
3348,3348,631.2329175318453,2,1,+,440.2705993652344,[M+H]+
3349,3349,617.2285757126924,2,1,+,441.4432373046875,[M+H]+
3350,3350,314.34168609831954,2,1,+,440.59912109375,[M+H]+
3351,3351,614.90591034241,2,1,+,441.6240234375,[M+H]+
3352,3352,316.92983482081854,2,1,+,441.7314758300781,[M+H]+
3353,3353,645.2217404470593,2,1,+,440.2864685058594,[M+H]+
3354,3354,809.4201819843692,2,1,+,440.2708435058594,[M+H]+
3355,3355,540.1456762227289,2,2,+,442.5101318359375,[M+H+H]2+
3356,3356,402.35767460837485,2,1,+,441.5790100097656,[M+H]+
3357,3357,615.1901749412916,2,1,+,441.6564025878906,[M+H]+
3358,3358,490.28931315768375,2,1,+,440.6692199707031,[M+H]+
3359,3359,825.4070580214014,2,2,+,440.2713623046875,[M+H-H2O]+
3360,3360,586.3421712770795,2,2,+,440.8014831542969,[M+H+H]2+
3361,3361,316.92988453966365,2,1,+,440.7677307128906,[M+H]+
3362,3362,609.4337600331161,2,1,+,441.1632385253906,[M+H]+
3363,3363,729.2963703744832,2,1,+,442.51702880859375,[M+H]+
3364,3364,275.09539834550566,2,1,+,441.8698425292969,[M+H]+
3365,3365,802.398981845206,2,1,+,441.9396057128906,[M+H]+
3366,3366,300.1116563690889,2,1,+,443.7935485839844,[M+H]+
3367,3367,128.06203579393662,2,1,+,442.0832214355469,[M+H]+
3368,3368,599.2160011239733,2,1,+,442.5102844238281,[M+H]+
3369,3369,441.18578168005405,2,2,+,443.2581481933594,[M+H+H]2+
3370,3370,658.221241288808,2,1,+,443.3660583496094,[M+H]+
3371,3371,569.2724152825933,2,1,+,443.0445861816406,[M+H]+
3372,3372,695.244242677637,2,1,+,444.3266906738281,[M+H]+
3373,3373,770.5378754637164,2,1,+,443.2588806152344,[M+H]+
3374,3374,553.335688534369,2,1,+,444.2447509765625,[M+H]+
3375,3375,441.1846974837699,2,2,+,443.2588195800781,[M+H+H]2+
3376,3376,480.30851549587555,2,1,+,444.1969299316406,[M+H]+
3377,3377,550.8246813140648,2,2,+,443.4403076171875,[M+H+H]2+
3378,3378,724.3385275135624,2,1,+,445.1822204589844,[M+H]+
3379,3379,479.25097754402327,2,1,+,444.16888427734375,[M+H]+
3380,3380,301.0746943861747,2,1,+,444.3280334472656,[M+H]+
3381,3381,412.17349084702613,2,1,+,444.5082092285156,[M+H]+
3382,3382,319.0856284939522,2,1,+,444.6488952636719,[M+H]+
3383,3383,319.0852003623508,2,1,+,445.288818359375,[M+H]+
3384,3384,603.2798372100999,2,1,+,445.8234558105469,[M+H]+
3385,3385,707.3648114358244,2,1,+,445.7713623046875,[M+H]+
3386,3386,797.4104082926937,2,2,+,445.8234558105469,[M+H-H2O]+
3387,3387,671.3426061279027,2,2,+,445.8234558105469,[M+H-H2O]+
3388,3388,761.3893367523578,2,1,+,446.036865234375,[M+H]+
3389,3389,419.19646476894167,2,2,+,445.9300842285156,[M+H+H]2+
3390,3390,373.15907757861805,2,2,+,446.143798828125,[M+H+H]2+
3391,3391,832.447709701167,2,1,+,445.9300842285156,[M+H]+
3392,3392,423.1675324480116,2,1,+,445.3423156738281,[M+H]+
3393,3393,118.92055824554973,2,1,+,446.53924560546875,[M+H]+
3394,3394,699.3303203630092,2,2,+,445.716796875,[M+H+H]2+
3395,3395,418.1828500854734,2,2,+,445.9300842285156,[M+H+H]2+
3396,3396,337.09552233144854,2,1,+,445.71630859375,[M+H]+
3397,3397,407.2472126269218,2,1,+,446.036865234375,[M+H]+
3398,3398,569.2727546694142,2,1,+,445.9302978515625,[M+H]+
3399,3399,715.308775392292,2,2,+,445.3959045410156,[M+H+H]2+
3400,3400,565.2560613250803,2,1,+,445.9302978515625,[M+H]+
3401,3401,427.29388800560764,2,1,+,445.6313171386719,[M+H]+
3402,3402,479.3944446079419,2,1,+,446.0946044921875,[M+H]+
3403,3403,371.2038073190407,2,1,+,446.21478271484375,[M+H]+
3404,3404,581.4023548384591,2,1,+,446.7337646484375,[M+H]+
3405,3405,721.4043897025737,2,2,+,446.5157470703125,[M+H+H]2+
3406,3406,594.3863076097457,2,1,+,447.5443420410156,[M+H]+
3407,3407,815.3313805379172,2,1,+,447.1805419921875,[M+Na]+
3408,3408,808.4960328124083,2,1,+,447.9602966308594,[M+K]+
3409,3409,589.2543957275066,2,2,+,447.212158203125,[M+H-H2O]+
3410,3410,537.3054121874997,2,1,+,447.8534851074219,[M+K]+
3411,3411,810.3765060208209,2,1,+,447.0911865234375,[M+H]+
3412,3412,332.3313272093738,2,1,+,446.55615234375,[M+H]+
3413,3413,404.74706447310854,2,2,+,448.3877258300781,[M+H+H]2+
3414,3414,793.3492798765604,2,1,+,446.96234130859375,[M+H]+
3415,3415,527.2629297270028,2,1,+,448.9222412109375,[M+H]+
3416,3416,468.3095561320058,2,1,+,447.70758056640625,[M+H]+
3417,3417,381.2431670303762,2,1,+,447.8533935546875,[M+H]+
3418,3418,645.3847260567757,2,1,+,447.42578125,[M+H]+
3419,3419,547.2902446697848,2,1,+,449.6708068847656,[M+H]+
3420,3420,498.25891714861945,2,1,+,448.3349609375,[M+H]+
3421,3421,499.3491683479818,2,1,+,448.0671081542969,[M+H]+
3422,3422,471.1817899718397,2,1,+,448.259765625,[M+H]+
3423,3423,401.2148599304232,2,1,+,449.623779296875,[M+H]+
3424,3424,335.2584958616441,2,1,+,448.2646789550781,[M+H]+
3425,3425,734.4804115107709,2,1,+,449.34423828125,[M+H]+
3426,3426,439.3895549352678,2,1,+,448.0384521484375,[M+H]+
3427,3427,642.2348013355041,2,1,+,449.3498840332031,[M+H]+
3428,3428,679.3450535262912,2,1,+,449.2434997558594,[M+H]+
3429,3429,605.24918664707,2,1,+,450.3063659667969,[M+H]+
3430,3430,369.1885016642162,2,1,+,448.8045349121094,[M+H]+
3431,3431,457.3502885448688,2,1,+,448.9602355957031,[M+Na]+
3432,3432,556.2808649753067,2,1,+,450.0333557128906,[M+K]+
3433,3433,586.2998188223737,2,1,+,450.37799072265625,[M+Na]+
3434,3434,617.2434818136198,2,1,+,450.1867980957031,[M+H]+
3435,3435,317.1790386353486,2,1,+,450.1390686035156,[M+H]+
3436,3436,184.07338933959488,2,1,+,450.2998962402344,[M+H]+
3437,3437,529.2794096084108,2,1,+,449.4332275390625,[M+H]+
3438,3438,566.2649892600372,2,2,+,450.8465576171875,[M+H+H]2+
3439,3439,406.22787910274985,2,1,+,450.3561706542969,[M+H]+
3440,3440,556.8242499086916,2,2,+,449.7284240722656,[M+H+H]2+
3441,3441,490.3254518771821,2,1,+,449.8675231933594,[M+H]+
3442,3442,430.22123716502426,2,1,+,450.1993713378906,[M+H]+
3443,3443,585.2452265290682,2,1,+,452.343505859375,[M+K]+
3444,3444,493.25866648706824,2,2,+,452.0225524902344,[M+H-H2O]+
3445,3445,409.17541427255316,2,1,+,450.84429931640625,[M+Na]+
3446,3446,631.242305175163,2,1,+,452.2368469238281,[M+K]+
3447,3447,647.2152493849653,2,1,+,452.1300354003906,[M+H]+
3448,3448,642.2159843075655,2,1,+,452.0706481933594,[M+H]+
3449,3449,802.3990303475583,2,1,+,450.7205505371094,[M+H]+
3450,3450,371.2040854193583,2,1,+,450.9856872558594,[M+H]+
3451,3451,481.29383138849505,2,1,+,451.22186279296875,[M+H]+
3452,3452,511.2690109460174,2,1,+,452.0230407714844,[M+H]+
3453,3453,573.2547505508463,2,2,+,451.0606689453125,[M+H+H]2+
3454,3454,468.3083557939613,2,1,+,452.2814636230469,[M+H]+
3455,3455,331.13046258329706,2,1,+,451.000244140625,[M+H]+
3456,3456,449.18356206949625,2,2,+,450.9533386230469,[M+H+H]2+
3457,3457,355.18803375631467,2,1,+,451.05810546875,[M+H]+
3458,3458,357.20394011547126,2,1,+,451.82781982421875,[M+H]+
3459,3459,516.3064411328861,2,1,+,454.0523681640625,[M+Na]+
3460,3460,563.2401033639816,2,2,+,454.2661437988281,[M+H-H2O]+
3461,3461,576.9214015600068,2,1,+,453.8433837890625,[M+H]+
3462,3462,370.30913813167507,2,1,+,454.46844482421875,[M+H]+
3463,3463,506.3242726965157,2,1,+,453.44744873046875,[M+H]+
3464,3464,450.2822837417139,2,1,+,454.5902099609375,[M+H]+
3465,3465,570.9302114581441,2,1,+,453.736083984375,[M+H]+
3466,3466,427.1873223684896,2,2,+,453.6241455078125,[M+H+H]2+
3467,3467,567.3500775460078,2,1,+,453.8201599121094,[M+H]+
3468,3468,430.2676869561451,2,1,+,452.3916320800781,[M+H]+
3469,3469,479.279526196685,2,1,+,452.5670166015625,[M+H]+
3470,3470,316.93009163737355,2,1,+,453.8433837890625,[M+H]+
3471,3471,778.5051622173651,2,1,+,453.0911560058594,[M+H]+
3472,3472,540.1462454577913,2,2,+,452.9842834472656,[M+H+H]2+
3473,3473,369.2979765111992,2,1,+,453.0899658203125,[M+H]+
3474,3474,500.3142299315655,2,1,+,454.0713806152344,[M+H]+
3475,3475,449.66539364300587,2,2,+,454.1684265136719,[M+H+H]2+
3476,3476,526.352494022571,2,1,+,454.2478942871094,[M+H]+
3477,3477,395.22081557967005,2,1,+,454.91455078125,[M+H]+
3478,3478,477.29378082391645,2,1,+,454.9542236328125,[M+H]+
3479,3479,493.2636889735625,2,1,+,454.96148681640625,[M+H]+
3480,3480,350.3418702491634,2,1,+,455.3103332519531,[M+H]+
3481,3481,671.1717271031475,2,2,+,456.1891174316406,[M+H-H2O]+
3482,3482,410.19377376608026,2,1,+,455.6578674316406,[M+H]+
3483,3483,476.27730609702,2,1,+,455.488525390625,[M+H]+
3484,3484,545.2745371222801,2,1,+,456.08203125,[M+H]+
3485,3485,504.30454666073405,2,1,+,455.7023010253906,[M+H]+
3486,3486,504.34050699742886,2,1,+,456.6844787597656,[M+H]+
3487,3487,319.08531883133793,2,1,+,455.7615661621094,[M+H]+
3488,3488,335.2582258931967,2,1,+,455.48876953125,[M+H]+
3489,3489,540.3060186746434,2,1,+,457.6758728027344,[M+Na]+
3490,3490,415.21169245256857,2,1,+,457.6988525390625,[M+H]+
3491,3491,631.4159051021968,2,1,+,458.3868408203125,[M+Na]+
3492,3492,527.2642086207692,2,2,+,457.2582702636719,[M+H-H2O]+
3493,3493,529.2806905486194,2,2,+,458.5420837402344,[M+H-H2O]+
3494,3494,511.2693697257813,2,2,+,458.27520751953125,[M+H-H2O]+
3495,3495,640.2202648582993,2,1,+,458.2213134765625,[M+K]+
3496,3496,863.3822281560246,2,1,+,456.723876953125,[M+Na]+
3497,3497,471.18210728579476,2,1,+,455.7464599609375,[M+H]+
3498,3498,623.4490748232428,2,1,+,457.611328125,[M+H]+
3499,3499,602.2778533468153,2,1,+,457.6375427246094,[M+H]+
3500,3500,631.2426667955991,2,1,+,458.4352722167969,[M+H]+
3501,3501,583.2219929793094,2,1,+,457.7931823730469,[M+H]+
3502,3502,326.3779632036299,2,1,+,458.3409729003906,[M+H]+
3503,3503,792.5197866242615,2,1,+,456.0824279785156,[M+H]+
3504,3504,808.4576574989013,2,1,+,458.4225769042969,[M+H]+
3505,3505,562.3008765880717,2,1,+,457.686279296875,[M+H]+
3506,3506,247.132578410414,2,1,+,457.7931823730469,[M+H]+
3507,3507,727.9200057521533,2,2,+,458.49456787109375,[M+H+H]2+
3508,3508,663.3625112074425,2,1,+,457.3285827636719,[M+H]+
3509,3509,808.4576240323903,2,1,+,458.4754638671875,[M+H]+
3510,3510,247.1330847716354,2,1,+,457.900146484375,[M+H]+
3511,3511,615.3635430244265,2,2,+,457.0367431640625,[M+H+H]2+
3512,3512,449.16401077411683,2,2,+,455.5482482910156,[M+H+H]2+
3513,3513,440.177237812098,2,2,+,456.8306579589844,[M+H+H]2+
3514,3514,317.17876343599465,2,1,+,457.53106689453125,[M+H]+
3515,3515,581.4026799906776,2,1,+,456.8018493652344,[M+H]+
3516,3516,358.36799638880785,2,1,+,456.4153747558594,[M+H]+
3517,3517,770.5383078970292,2,1,+,456.078369140625,[M+H]+
3518,3518,841.3995680612624,2,1,+,457.3653869628906,[M+H]+
3519,3519,477.3299671639802,2,1,+,455.6498718261719,[M+H]+
3520,3520,450.16446195997975,2,1,+,455.9681701660156,[M+H]+
3521,3521,735.4224031095366,2,2,+,457.025390625,[M+H+H]2+
3522,3522,334.236108878047,2,1,+,457.3351135253906,[M+H]+
3523,3523,409.3461122083874,2,1,+,457.3527526855469,[M+H]+
3524,3524,298.3469800447792,2,1,+,458.9482727050781,[M+H]+
3525,3525,620.4361669904657,2,1,+,460.1084899902344,[M+Na]+
3526,3526,603.2331757310277,2,1,+,460.4638977050781,[M+Na]+
3527,3527,545.2304281204806,2,1,+,460.1439514160156,[M+H]+
3528,3528,640.3455070681434,2,1,+,459.1249694824219,[M+H]+
3529,3529,440.17727745924844,2,2,+,460.7841796875,[M+H+H]2+
3530,3530,598.2771341267902,2,1,+,460.5706481933594,[M+H]+
3531,3531,490.2911557872981,2,1,+,459.2602844238281,[M+H]+
3532,3532,532.347335946134,2,1,+,460.55322265625,[M+H]+
3533,3533,858.4274936953155,2,1,+,460.5703125,[M+H]+
3534,3534,901.3682664533079,2,1,+,460.2481994628906,[M+H]+
3535,3535,741.9326566546273,2,2,+,460.34576416015625,[M+H+H]2+
3536,3536,863.382294547458,2,1,+,460.4637451171875,[M+H]+
3537,3537,822.4762801296812,2,1,+,459.8623962402344,[M+H]+
3538,3538,638.3021874161248,2,1,+,460.35650634765625,[M+H]+
3539,3539,565.2403502767463,2,1,+,461.7418518066406,[M+H]+
3540,3540,449.165968256207,2,2,+,460.8905944824219,[M+H+H]2+
3541,3541,489.29402099298295,2,1,+,461.00152587890625,[M+H]+
3542,3542,333.13748417821074,2,1,+,461.2522888183594,[M+H]+
3543,3543,435.1859116761222,2,2,+,461.157958984375,[M+H+H]2+
3544,3544,506.3247887909376,2,1,+,461.4505920410156,[M+H]+
3545,3545,616.4637720853754,2,1,+,460.6767272949219,[M+H]+
3546,3546,621.4189334630537,2,1,+,461.5287170410156,[M+H]+
3547,3547,679.5121873510759,2,1,+,460.9671325683594,[M+H]+
3548,3548,494.3241415493959,2,1,+,461.0091857910156,[M+H]+
3549,3549,565.2421481639375,2,1,+,461.8484802246094,[M+H]+
3550,3550,456.1910975608746,2,2,+,462.2738342285156,[M+H+H]2+
3551,3551,581.2156711566977,2,1,+,463.65771484375,[M+K]+
3552,3552,726.5117033074561,2,1,+,462.3800964355469,[M+H]+
3553,3553,578.2761141833108,2,1,+,462.0108337402344,[M+H]+
3554,3554,593.3508396906124,2,2,+,463.2376403808594,[M+H+H]2+
3555,3555,539.2620227991755,2,1,+,462.8055725097656,[M+H]+
3556,3556,383.2582021744875,2,1,+,463.5509033203125,[M+H]+
3557,3557,823.4595853316432,2,1,+,463.3394470214844,[M+H]+
3558,3558,441.29930639919723,2,1,+,463.1246032714844,[M+H]+
3559,3559,585.3625234689401,2,2,+,463.0184020996094,[M+H+H]2+
3560,3560,560.2864304104617,2,1,+,464.0827941894531,[M+H]+
3561,3561,329.23009344764137,2,1,+,462.81439208984375,[M+H]+
3562,3562,602.3378145788855,2,2,+,462.96942138671875,[M+H+H]2+
3563,3563,454.2653511533769,2,1,+,463.1261291503906,[M+H]+
3564,3564,539.3186653849974,2,1,+,464.395263671875,[M+H]+
3565,3565,539.3189123855421,2,1,+,463.4471740722656,[M+H]+
3566,3566,549.8149657564396,2,2,+,463.8701171875,[M+H+H]2+
3567,3567,453.34325491901285,2,1,+,462.0595397949219,[M+H]+
3568,3568,516.3058821255353,2,1,+,462.1988220214844,[M+H]+
3569,3569,482.32413956884477,2,1,+,462.2822265625,[M+H]+
3570,3570,631.415629470726,2,1,+,463.2320556640625,[M+H]+
3571,3571,601.3383273019216,2,2,+,463.340087890625,[M+H+H]2+
3572,3572,734.4807657458114,2,1,+,464.0862121582031,[M+H]+
3573,3573,679.3446013279948,2,1,+,464.2986145019531,[M+H]+
3574,3574,386.39934288747946,2,1,+,464.3282470703125,[M+H]+
3575,3575,496.3631915268381,2,1,+,465.0597229003906,[M+H]+
3576,3576,372.3477282132973,2,1,+,464.8796691894531,[M+H]+
3577,3577,623.449786545818,2,1,+,465.0766906738281,[M+H]+
3578,3578,488.2750318642525,2,1,+,465.79840087890625,[M+Na]+
3579,3579,792.5212537831325,2,1,+,465.6872863769531,[M+Na]+
3580,3580,472.3634962496629,2,1,+,465.5032958984375,[M+H]+
3581,3581,600.357985850833,2,2,+,465.587158203125,[M+H+H]2+
3582,3582,404.7467843098848,2,2,+,465.8934631347656,[M+H+H]2+
3583,3583,825.3989819616235,2,1,+,465.4684753417969,[M+H]+
3584,3584,403.2094447490542,2,1,+,466.5599060058594,[M+H]+
3585,3585,427.18690056944627,2,2,+,466.4290771484375,[M+H+H]2+
3586,3586,595.2511053166974,2,1,+,466.4254455566406,[M+H]+
3587,3587,311.16679193319885,2,1,+,467.4239196777344,[M+H]+
3588,3588,567.3502952162095,2,1,+,465.5115661621094,[M+H]+
3589,3589,341.1935866485394,2,1,+,465.6100158691406,[M+H]+
3590,3590,553.3350901857391,2,1,+,466.5509338378906,[M+H]+
3591,3591,726.5137494346284,2,1,+,466.8587951660156,[M+H]+
3592,3592,586.3432843052497,2,2,+,467.3986511230469,[M+H+H]2+
3593,3593,556.8243833055534,2,2,+,467.0642395019531,[M+H+H]2+
3594,3594,516.3069381962443,2,1,+,467.0469665527344,[M+Na]+
3595,3595,430.3890974494749,2,1,+,466.8023986816406,[M+H]+
3596,3596,580.3246029931513,2,1,+,466.7684326171875,[M+H]+
3597,3597,617.4002352197939,2,1,+,467.1773376464844,[M+H]+
3598,3598,877.376885325801,2,1,+,467.9147644042969,[M+H]+
3599,3599,581.2510232188453,2,2,+,467.9142150878906,[M+H+H]2+
3600,3600,647.3951161455345,2,1,+,468.759521484375,[M+H]+
3601,3601,894.4024085492475,2,1,+,467.7018127441406,[M+H]+
3602,3602,809.4422744149437,2,1,+,467.62109375,[M+H]+
3603,3603,809.44022925392,2,1,+,467.9083557128906,[M+H]+
3604,3604,736.3968923070267,2,2,+,468.3710021972656,[M+H+H]2+
3605,3605,640.3457448255863,2,1,+,467.9833068847656,[M+H]+
3606,3606,329.22969949198836,2,1,+,469.7169494628906,[M+H]+
3607,3607,458.16629145763477,2,2,+,467.9142150878906,[M+H+H]2+
3608,3608,631.4156035938117,2,1,+,468.6096496582031,[M+Na]+
3609,3609,555.2347787414487,2,1,+,468.870849609375,[M+K]+
3610,3610,742.4263130402361,2,2,+,468.2908630371094,[M+H+H]2+
3611,3611,859.3660950831878,2,1,+,467.9140625,[M+H]+
3612,3612,342.37274325776707,2,1,+,467.4075012207031,[M+H]+
3613,3613,743.9140024594919,2,2,+,469.87921142578125,[M+H+H]2+
3614,3614,734.9264337357432,2,2,+,467.75201416015625,[M+H+H]2+
3615,3615,822.4725068701678,2,1,+,469.1017761230469,[M+H]+
3616,3616,823.4618360067175,2,1,+,469.26324462890625,[M+H]+
3617,3617,728.4117811735108,2,2,+,468.2186279296875,[M+H+H]2+
3618,3618,822.4725720650574,2,1,+,468.82208251953125,[M+H]+
3619,3619,595.418236747926,2,1,+,468.6929016113281,[M+H]+
3620,3620,598.4537647083514,2,1,+,469.0206298828125,[M+H]+
3621,3621,720.4265166416031,2,2,+,468.318359375,[M+H+H]2+
3622,3622,482.32489533059635,2,1,+,467.4830017089844,[M+H]+
3623,3623,324.3626844696446,2,1,+,468.00567626953125,[M+H]+
3624,3624,519.4525023950818,2,1,+,468.57147216796875,[M+H]+
3625,3625,620.437330491948,2,1,+,469.14337158203125,[M+H]+
3626,3626,550.3721950670144,2,1,+,470.27703857421875,[M+H]+
3627,3627,617.4010968321795,2,1,+,469.19598388671875,[M+H]+
3628,3628,527.2638925664737,2,1,+,469.5093688964844,[M+H]+
3629,3629,498.3793194340512,2,1,+,469.6673583984375,[M+H]+
3630,3630,581.2522216579447,2,1,+,469.77838134765625,[M+H]+
3631,3631,392.2606417544781,2,1,+,470.4986572265625,[M+H]+
3632,3632,543.3683792691,2,1,+,470.5123596191406,[M+H]+
3633,3633,464.29808239619,2,1,+,471.3289489746094,[M+H]+
3634,3634,338.3418331000427,2,1,+,470.7419128417969,[M+H]+
3635,3635,792.5212687937295,2,1,+,471.61083984375,[M+Na]+
3636,3636,555.2933166425584,2,1,+,471.4257507324219,[M+Na]+
3637,3637,544.3638424636316,2,1,+,471.68212890625,[M+H]+
3638,3638,482.32475907533143,2,1,+,471.6340026855469,[M+H]+
3639,3639,404.74662806307623,2,2,+,471.212158203125,[M+H+H]2+
3640,3640,571.26649804363,2,1,+,471.3190002441406,[M+H]+
3641,3641,567.2571818580648,2,1,+,471.4754638671875,[M+H]+
3642,3642,568.260279196163,2,1,+,471.3254089355469,[M+H]+
3643,3643,823.3896891507608,2,2,+,472.0357360839844,[M+H-H2O]+
3644,3644,300.1121847846566,2,2,+,472.3838195800781,[M+H+H]2+
3645,3645,633.1994847387283,2,1,+,471.425048828125,[M+H]+
3646,3646,432.1888864312796,2,2,+,472.1712341308594,[M+H+H]2+
3647,3647,442.17524168468896,2,2,+,472.4905090332031,[M+H+H]2+
3648,3648,612.408863233499,2,1,+,473.2286071777344,[M+H]+
3649,3649,844.4474952024442,2,1,+,472.3836364746094,[M+H]+
3650,3650,418.1829534253016,2,2,+,472.06494140625,[M+H+H]2+
3651,3651,858.425825578522,2,1,+,471.7706604003906,[M+H]+
3652,3652,433.1879038977574,2,2,+,474.0856628417969,[M+H+H]2+
3653,3653,409.1779669794239,2,2,+,471.958740234375,[M+H+H]2+
3654,3654,440.1773746515774,2,2,+,471.9843444824219,[M+H+H]2+
3655,3655,562.3004272858614,2,1,+,471.74462890625,[M+H]+
3656,3656,449.16441558431626,2,2,+,472.0649719238281,[M+H+H]2+
3657,3657,518.3210585819368,2,1,+,472.2639465332031,[M+H]+
3658,3658,580.244846007253,2,2,+,471.7476501464844,[M+H+H]2+
3659,3659,454.2666158058096,2,1,+,472.2064208984375,[M+H]+
3660,3660,263.12790509402873,2,1,+,472.2221374511719,[M+H]+
3661,3661,500.27485257878,2,1,+,473.2671813964844,[M+Na]+
3662,3662,623.4492114451324,2,1,+,473.4871520996094,[M+H]+
3663,3663,455.1873027072332,2,2,+,473.2927551269531,[M+H-H2O]+
3664,3664,533.2740969726709,2,1,+,472.914794921875,[M+H]+
3665,3665,808.4577862792612,2,1,+,473.4168701171875,[M+H]+
3666,3666,496.3640020569437,2,1,+,473.2922058105469,[M+H]+
3667,3667,337.23521470594545,2,1,+,473.7781982421875,[M+H]+
3668,3668,808.4572661819539,2,1,+,473.4248046875,[M+H]+
3669,3669,337.27345099989833,2,1,+,473.3050842285156,[M+H]+
3670,3670,306.27939514417466,2,1,+,473.2709045410156,[M+H]+
3671,3671,457.232976320407,2,1,+,473.3990173339844,[M+H]+
3672,3672,424.182938443738,2,2,+,472.2777404785156,[M+H+H]2+
3673,3673,743.9144167691343,2,2,+,474.2105712890625,[M+H+H]2+
3674,3674,742.9158778654175,2,2,+,472.351806640625,[M+H+H]2+
3675,3675,545.2739880544377,2,1,+,472.3838195800781,[M+H]+
3676,3676,837.4760731187729,2,1,+,472.6542053222656,[M+H]+
3677,3677,617.2279769345296,2,1,+,473.340576171875,[M+H]+
3678,3678,742.914163158307,2,2,+,473.072509765625,[M+H+H]2+
3679,3679,745.9198618008531,2,2,+,473.15972900390625,[M+H+H]2+
3680,3680,583.3609738621691,2,1,+,474.3260803222656,[M+Na]+
3681,3681,646.4040886054885,2,1,+,473.76861572265625,[M+H]+
3682,3682,734.9277366690187,2,2,+,474.42803955078125,[M+H+H]2+
3683,3683,737.9353863356713,2,2,+,474.55670166015625,[M+H+H]2+
3684,3684,440.277329155906,2,1,+,474.2609558105469,[M+H]+
3685,3685,726.9421666854428,2,2,+,474.23675537109375,[M+H+H]2+
3686,3686,519.451602608582,2,1,+,474.6567687988281,[M+H]+
3687,3687,752.5284760507521,2,1,+,474.2976989746094,[M+H]+
3688,3688,549.8163723144899,2,2,+,474.3831481933594,[M+H+H]2+
3689,3689,679.5129579252732,2,1,+,474.50567626953125,[M+H]+
3690,3690,558.2954320459019,2,1,+,475.5427551269531,[M+K]+
3691,3691,470.10716197113874,2,1,+,475.7520446777344,[M+Na]+
3692,3692,778.4829473127314,2,1,+,475.0430908203125,[M+K]+
3693,3693,555.1844061001065,2,1,+,475.68548583984375,[M+K]+
3694,3694,604.2928121501094,2,1,+,475.3102722167969,[M+H]+
3695,3695,577.301066778799,2,1,+,474.8299255371094,[M+H]+
3696,3696,588.315168146442,2,1,+,475.4629211425781,[M+H]+
3697,3697,541.2803090665374,2,1,+,475.0431823730469,[M+H]+
3698,3698,458.1693634076447,2,2,+,474.6197509765625,[M+H+H]2+
3699,3699,389.7414563247684,2,2,+,475.3631896972656,[M+H+H]2+
3700,3700,539.3142845600895,2,2,+,475.3271179199219,[M+H+H]2+
3701,3701,610.3120857596434,2,1,+,475.32666015625,[M+H]+
3702,3702,303.2168588410789,2,1,+,475.2405090332031,[M+H]+
3703,3703,221.0810299101971,2,1,+,475.75244140625,[M+H]+
3704,3704,619.2589456550018,2,1,+,475.27862548828125,[M+H]+
3705,3705,184.0733347066332,2,1,+,475.47119140625,[M+H]+
3706,3706,534.2550370941266,2,1,+,475.8452453613281,[M+H]+
3707,3707,454.2938439857893,2,1,+,475.7529296875,[M+H]+
3708,3708,547.300042300341,2,2,+,475.4375915527344,[M+H+H]2+
3709,3709,548.3001809370961,2,2,+,475.4022521972656,[M+H+H]2+
3710,3710,622.2664329123039,2,1,+,475.65185546875,[M+H]+
3711,3711,774.5098290294289,2,1,+,474.723388671875,[M+H]+
3712,3712,531.3256073076187,2,2,+,475.3291931152344,[M+H+H]2+
3713,3713,319.1945572794017,2,1,+,475.4714050292969,[M+H]+
3714,3714,518.2904965122152,2,2,+,474.5779113769531,[M+H+H]2+
3715,3715,822.4727141368945,2,1,+,474.8169860839844,[M+H]+
3716,3716,454.26699063844416,2,1,+,474.8316650390625,[M+H]+
3717,3717,581.4023779555196,2,1,+,476.2951354980469,[M+H]+
3718,3718,822.4730375574696,2,1,+,475.0919189453125,[M+H]+
3719,3719,894.4043777923429,2,1,+,475.3625793457031,[M+H]+
3720,3720,559.2734007024851,2,2,+,475.4703063964844,[M+H+H]2+
3721,3721,543.2588462921984,2,1,+,476.6429748535156,[M+H]+
3722,3722,491.299809846561,2,1,+,476.1278381347656,[M+H]+
3723,3723,504.3051806707693,2,1,+,476.2627868652344,[M+Na]+
3724,3724,593.3503825204577,2,2,+,477.26666259765625,[M+H+H]2+
3725,3725,508.34058245985415,2,1,+,477.1295471191406,[M+H]+
3726,3726,553.3344301787594,2,1,+,476.91259765625,[M+H]+
3727,3727,585.3634108115124,2,2,+,476.4874267578125,[M+H+H]2+
3728,3728,341.193838147097,2,1,+,477.6899108886719,[M+H]+
3729,3729,424.30423227496016,2,1,+,476.9678955078125,[M+H]+
3730,3730,545.2741804933044,2,1,+,478.8780212402344,[M+H]+
3731,3731,400.1883082317777,2,1,+,477.0406494140625,[M+K]+
3732,3732,823.3901707930888,2,2,+,479.040283203125,[M+H-H2O]+
3733,3733,815.4213511437584,2,1,+,479.0914001464844,[M+H]+
3734,3734,738.4275045663195,2,2,+,479.2808532714844,[M+H+H]2+
3735,3735,823.4567291401855,2,1,+,478.79083251953125,[M+H]+
3736,3736,562.3014216152724,2,1,+,478.0263671875,[M+H]+
3737,3737,494.32579824732227,2,1,+,478.2977294921875,[M+H]+
3738,3738,858.427627907292,2,1,+,479.3050231933594,[M+H]+
3739,3739,217.12200783848934,2,1,+,479.3043518066406,[M+H]+
3740,3740,427.18870854742,2,2,+,478.9844665527344,[M+H+H]2+
